student_id,school,sex,age,address_type,family_size,parent_status,mother_education,father_education,mother_job,father_job,school_choice_reason,stdnt_major,guardian,travel_time,study_time,unique_quality,class_failures,school_support,family_support,extra_paid_classes,activities,nursery_school,higher_ed,internet_access,romantic_relationship,family_relationship,free_time,social,weekday_alcohol,weekend_alcohol,health,absences,grade_1,grade_2,final_grade
114,GP,M,15,Urban,Less than or equal to 3,Living together,higher education,5th to 9th grade,teacher,other,course,Computer Science - Systems,mother,<15 min.,<2 hours,Youth mentor,0,no,no,no,no,yes,yes,yes,no,3,5,2,1,1,3,10,18,17,18
115,GP,M,15,Rural,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),health,services,reputation,Biology,mother,<15 min.,2 to 5 hours,Craft beer enthusiast,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,5,4,10,9,10
116,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,Joint Enrollment - Accel,father,<15 min.,2 to 5 hours,Tech innovator,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,5,6,16,14,14
117,GP,M,15,Urban,Greater than 3,Living together,higher education,higher education,other,teacher,reputation,History,father,15 to 30 min.,2 to 5 hours,Physics problem solver,0,no,yes,no,yes,yes,yes,no,no,4,4,3,1,1,2,4,16,15,16
118,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,home,Music Education,father,15 to 30 min.,<2 hours,Expert in multitasking,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,5,6,14,14,15
119,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),secondary education,other,other,course,English Language/Literature,father,30 min. to 1 hour,2 to 5 hours,Gardening expert,1,no,yes,no,yes,yes,yes,yes,no,5,2,4,1,4,5,14,12,11,11
120,GP,M,15,Urban,Greater than 3,Living together,secondary education,higher education,other,other,reputation,Criminal Justice,father,<15 min.,<2 hours,Traditional folklore researcher,0,no,no,no,no,yes,yes,yes,no,3,4,3,1,2,4,2,14,13,14
121,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,course,Psychology,mother,<15 min.,2 to 5 hours,Competitive chess player,0,no,no,no,no,no,yes,yes,no,3,2,3,1,2,1,0,14,14,14
122,GP,M,15,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,home,Theatre Arts,father,<15 min.,>10 hours,Mathematics whiz,0,no,yes,no,yes,yes,yes,yes,no,5,5,4,1,2,5,6,14,13,13
123,GP,F,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,higher education,other,health,course,Biology,father,15 to 30 min.,2 to 5 hours,Superb analytical skills,0,no,yes,no,yes,yes,yes,yes,yes,4,2,2,1,2,5,2,14,12,13
124,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,health,other,course,Theatre Education,mother,<15 min.,<2 hours,Remarkable dancer,0,no,yes,no,yes,yes,yes,yes,no,3,4,4,1,4,5,4,12,13,13
125,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,Theatre Arts,mother,<15 min.,2 to 5 hours,Environmental advocate,0,no,no,no,no,yes,yes,yes,yes,5,4,4,1,1,5,0,12,11,11
126,GP,M,15,Urban,Greater than 3,Living together,secondary education,higher education,services,services,home,Communication,father,<15 min.,<2 hours,Jazz musician,0,yes,no,no,no,yes,yes,yes,no,5,5,5,3,2,5,2,9,9,9
127,GP,F,15,Urban,Less than or equal to 3,Apart,secondary education,higher education,other,other,home,Music Performance,mother,<15 min.,2 to 5 hours,Culinary wizard,0,yes,no,no,yes,yes,yes,yes,yes,5,3,2,1,1,1,0,10,11,11
128,GP,F,19,Urban,Greater than 3,Living together,none,primary education (4th grade),at_home,other,course,Theatre Arts,other,<15 min.,2 to 5 hours,Chemistry wizard,2,no,yes,no,no,no,no,no,no,3,4,2,1,1,5,0,9,10,11
129,GP,M,16,Rural,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,Nursing,mother,<15 min.,<2 hours,Origami expert,0,no,no,no,yes,yes,yes,yes,no,3,5,5,2,5,4,8,14,14,15
130,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,course,Nursing,mother,15 to 30 min.,5 to 10 hours,Animation artist,0,no,yes,no,no,no,yes,yes,yes,3,2,3,2,2,1,4,13,12,13
131,GP,F,15,Rural,Greater than 3,Living together,secondary education,higher education,services,teacher,course,French,father,15 to 30 min.,5 to 10 hours,DIY furniture maker,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,2,2,5,0,10,11,12
132,GP,F,18,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),services,other,reputation,Health Science,mother,<15 min.,2 to 5 hours,Film and media critic,3,no,yes,no,yes,yes,no,yes,yes,5,4,5,1,3,5,10,10,9,8
133,GP,F,17,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),other,other,course,Early Childhood Education,mother,30 min. to 1 hour,<2 hours,Indie game developer,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,5,8,11,10,11
134,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,Nursing,mother,30 min. to 1 hour,<2 hours,Biology explorer,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,1,2,4,6,11,12,13
135,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Biology,father,<15 min.,<2 hours,Origami expert,0,no,yes,no,no,yes,yes,yes,yes,3,4,4,1,3,5,2,13,12,12
136,GP,F,16,Urban,Greater than 3,Apart,secondary education,higher education,services,other,course,Criminal Justice,father,<15 min.,<2 hours,Health and wellness advocate,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,5,12,15,13,14
137,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,Spec Ed: Gen. Curr. - Reading,mother,>1 hour,<2 hours,Remarkable dancer,0,no,no,no,no,yes,yes,no,no,3,2,1,1,1,2,4,9,9,11
138,GP,F,16,Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,other,other,home,English and Secondary Ed,mother,<15 min.,<2 hours,Ethical hacker,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,5,12,13,11,11
139,GP,M,15,Rural,Greater than 3,Living together,secondary education,higher education,at_home,teacher,course,Exercise Science,mother,>1 hour,2 to 5 hours,Philosophy thinker,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,2,12,11,11
140,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,services,at_home,course,Music Education,mother,<15 min.,5 to 10 hours,Social media influencer,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,5,4,13,14,15
141,GP,M,17,Rural,Greater than 3,Living together,secondary education,higher education,at_home,other,course,Biology,mother,30 min. to 1 hour,2 to 5 hours,Wine connoisseur,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,5,2,10,9,10
142,GP,F,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,Exercise Science,mother,>1 hour,2 to 5 hours,Science enthusiast,0,no,yes,no,no,yes,yes,no,no,5,1,3,1,1,3,0,14,13,13
143,GP,M,18,Urban,Less than or equal to 3,Living together,secondary education,primary education (4th grade),services,services,course,English and Secondary Ed,mother,15 to 30 min.,<2 hours,Creative writer,0,no,no,no,yes,yes,yes,yes,yes,3,3,4,4,5,4,2,11,11,12
144,GP,F,18,Urban,Greater than 3,Apart,secondary education,5th to 9th grade,other,services,course,Biology,other,<15 min.,5 to 10 hours,Passionate about learning,0,no,yes,no,yes,no,yes,yes,yes,4,3,3,5,1,5,10,12,11,11
145,GP,F,16,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,reputation,Music Education,mother,15 to 30 min.,<2 hours,Basket weaving expert,0,no,yes,no,yes,yes,yes,no,yes,3,3,3,1,2,1,8,12,11,11
146,GP,F,16,Urban,Greater than 3,Apart,secondary education,secondary education,other,other,course,Psychology,other,15 to 30 min.,<2 hours,Archeology buff,0,no,yes,no,yes,no,yes,yes,yes,4,3,2,1,1,5,4,9,9,10
147,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),services,other,course,Music,mother,<15 min.,2 to 5 hours,Skilled in [specific hobby],2,no,no,no,no,yes,yes,no,yes,4,4,4,1,3,5,0,10,10,10
148,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,History,mother,15 to 30 min.,<2 hours,Public speaking pro,0,no,no,no,yes,yes,yes,yes,no,4,3,2,1,1,5,6,13,14,14
149,GP,F,15,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,Biology,mother,30 min. to 1 hour,<2 hours,Expert in multitasking,1,no,no,no,yes,yes,yes,yes,yes,5,5,5,1,1,1,2,8,9,9
150,GP,M,15,Urban,Greater than 3,Living together,higher education,secondary education,teacher,services,course,English Language/Literature,father,15 to 30 min.,>10 hours,Thrill-seeker,0,yes,yes,no,no,yes,yes,yes,no,2,2,2,1,1,3,6,9,11,11
151,GP,F,15,Urban,Greater than 3,Apart,secondary education,secondary education,services,services,home,Biology,mother,<15 min.,2 to 5 hours,Brings creativity into everything,0,no,no,no,no,no,yes,no,yes,1,3,2,2,3,1,24,9,8,9
152,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,services,services,course,Management,mother,<15 min.,5 to 10 hours,Basket weaving expert,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,3,5,0,15,13,13
153,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,Biology,father,15 to 30 min.,<2 hours,Puzzle solving ace,0,no,yes,no,yes,yes,yes,yes,no,2,3,3,2,2,2,4,12,11,11
154,GP,F,15,Urban,Greater than 3,Living together,higher education,higher education,teacher,services,course,English Language/Literature,mother,<15 min.,5 to 10 hours,Video game developer,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,5,2,13,13,13
155,GP,F,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),at_home,at_home,course,Psychology,mother,<15 min.,<2 hours,History buff,0,no,no,no,no,yes,yes,yes,no,3,4,4,3,3,1,4,10,11,11
156,GP,M,17,Urban,Greater than 3,Living together,5th to 9th grade,primary education (4th grade),other,other,home,Nursing,mother,<15 min.,<2 hours,Skilled coder and programmer,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,5,22,9,7,6
157,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,Nursing,father,<15 min.,2 to 5 hours,A natural leader,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,0,12,12,12
158,GP,F,15,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),at_home,other,home,Nursing,mother,15 to 30 min.,<2 hours,Kite flying enthusiast,0,no,yes,no,yes,yes,no,yes,yes,4,4,2,1,1,5,0,11,10,10
159,GP,F,15,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,health,services,home,Nursing,father,<15 min.,2 to 5 hours,Environmental advocate,1,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,3,2,11,11,11
160,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,course,Pre-Nursing,mother,<15 min.,2 to 5 hours,Video game developer,0,no,yes,no,no,no,yes,yes,no,4,3,2,1,1,5,6,13,12,13
161,GP,F,15,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,course,Pre-Nursing,father,<15 min.,2 to 5 hours,Fantasy fiction writer,0,no,no,no,no,no,yes,no,yes,2,3,4,2,4,1,6,11,11,11
162,GP,M,16,Urban,Greater than 3,Living together,higher education,higher education,teacher,teacher,course,Criminal Justice,mother,<15 min.,<2 hours,Virtuoso musician,0,no,yes,no,no,yes,no,yes,yes,3,3,2,2,1,5,16,9,9,8
163,GP,M,15,Urban,Less than or equal to 3,Apart,5th to 9th grade,primary education (4th grade),services,other,course,Nursing,mother,>1 hour,<2 hours,Zen master,0,no,no,no,no,yes,yes,yes,no,4,5,5,2,5,5,0,12,11,11
164,GP,M,18,Urban,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,Chemistry,mother,<15 min.,<2 hours,Documentary filmmaker,2,no,no,no,no,yes,no,yes,yes,2,3,5,2,5,4,0,11,9,0
165,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,Biology,mother,<15 min.,<2 hours,Exceptional strategist,1,no,no,no,yes,yes,yes,no,yes,4,4,4,3,5,5,6,9,10,10
166,GP,F,15,Rural,Greater than 3,Living together,secondary education,secondary education,services,services,reputation,Biology,other,15 to 30 min.,5 to 10 hours,Organic farming advocate,0,no,yes,yes,yes,yes,yes,yes,yes,4,2,1,2,3,3,2,13,13,13
167,GP,M,19,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,at_home,home,Biology,mother,<15 min.,<2 hours,Robotics expert,0,no,yes,no,no,yes,no,yes,yes,4,5,4,1,1,4,6,11,9,11
168,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,other,teacher,course,Biology,mother,<15 min.,<2 hours,Origami expert,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,4,0,13,13,13
169,GP,M,15,Rural,Greater than 3,Living together,5th to 9th grade,secondary education,at_home,services,course,Pre-Nursing,mother,<15 min.,2 to 5 hours,Engineering innovator,0,yes,no,yes,yes,yes,yes,no,no,4,4,4,1,1,1,0,7,8,8
170,GP,M,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,other,reputation,English Language/Literature,mother,<15 min.,<2 hours,Chemistry wizard,3,no,no,no,no,yes,yes,no,no,2,2,2,3,3,5,14,9,8,10
171,GP,F,18,Rural,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,course,Pre-Engineering/RETP,mother,30 min. to 1 hour,<2 hours,Archeology buff,3,no,yes,no,yes,no,yes,no,no,5,2,5,1,5,4,6,11,10,11
172,GP,M,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,at_home,other,course,Biology,mother,30 min. to 1 hour,<2 hours,Political analyst,0,no,no,no,no,no,yes,no,no,4,2,2,1,2,3,4,12,10,11
173,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,other,services,course,Music Education,father,<15 min.,2 to 5 hours,Public speaking pro,1,no,yes,no,no,yes,yes,yes,yes,4,5,5,4,4,5,0,10,10,1
174,GP,M,16,Urban,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,health,services,course,Communication,mother,15 to 30 min.,<2 hours,Community volunteer champion,2,no,no,no,no,no,yes,yes,no,4,4,5,3,5,5,0,9,8,10
175,GP,M,17,Rural,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),at_home,other,course,Early Childhood Education,mother,15 to 30 min.,<2 hours,Graphic design guru,1,no,no,yes,yes,yes,no,yes,yes,3,3,2,2,2,5,8,8,8,9
176,GP,M,17,Rural,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,course,Exercise Science,mother,15 to 30 min.,2 to 5 hours,Drone racing pilot,2,yes,yes,no,no,yes,yes,yes,yes,4,4,4,1,4,3,4,7,6,8
177,GP,M,15,Urban,Less than or equal to 3,Living together,primary education (4th grade),5th to 9th grade,other,other,course,Computer Science - Systems,mother,15 to 30 min.,<2 hours,Underwater explorer,0,no,no,no,yes,yes,yes,no,no,4,4,4,2,4,5,2,8,9,10
178,GP,M,16,Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,services,course,Accounting,father,<15 min.,<2 hours,Yoga instructor,1,no,no,no,no,yes,no,yes,no,5,3,3,1,4,2,2,9,8,8
179,GP,M,17,Rural,Less than or equal to 3,Living together,primary education (4th grade),primary education (4th grade),other,services,course,Engineering Studies,mother,>1 hour,2 to 5 hours,Architectural designer,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,5,0,8,8,8
180,GP,M,17,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,services,services,course,Biology,mother,15 to 30 min.,<2 hours,Classical music connoisseur,3,no,yes,no,yes,no,no,no,no,4,5,2,1,1,2,10,8,7,8
181,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,course,Early Childhood Education,father,<15 min.,2 to 5 hours,Always goes the extra mile,0,no,no,no,no,yes,no,yes,no,4,3,5,2,4,4,0,9,10,11
182,GP,F,16,Urban,Greater than 3,Living together,higher education,5th to 9th grade,health,services,home,Theatre Education,father,<15 min.,2 to 5 hours,Compassionate and caring,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,1,3,0,17,17,18
183,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,home,Art,mother,<15 min.,2 to 5 hours,Culinary wizard,0,no,yes,no,no,no,yes,yes,no,5,1,5,1,1,4,0,12,12,13
184,GP,F,16,Urban,Greater than 3,Living together,higher education,higher education,health,health,reputation,Middle Grades Education,mother,<15 min.,2 to 5 hours,Literature lover,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,3,0,16,16,17
185,GP,M,16,Urban,Greater than 3,Living together,secondary education,higher education,other,other,course,Geology,father,30 min. to 1 hour,<2 hours,Animation artist,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,2,4,9,9,10
186,GP,M,16,Urban,Greater than 3,Living together,primary education (4th grade),none,other,other,reputation,Mathematics,mother,15 to 30 min.,2 to 5 hours,Political analyst,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,1,3,0,16,17,18
187,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,other,reputation,Management,mother,<15 min.,2 to 5 hours,Fashion trendsetter,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,1,3,5,0,11,9,10
188,GP,F,16,Urban,Greater than 3,Living together,primary education (4th grade),secondary education,at_home,services,home,Chemistry,mother,<15 min.,2 to 5 hours,Youth mentor,0,no,no,no,yes,no,yes,yes,yes,4,3,5,1,1,3,0,14,13,13
189,GP,F,16,Urban,Less than or equal to 3,Living together,secondary education,secondary education,other,other,reputation,Political Science,mother,15 to 30 min.,2 to 5 hours,Innovative and forward-thinking,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,4,0,14,14,15
190,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,secondary education,teacher,other,course,Theatre Arts,mother,15 to 30 min.,2 to 5 hours,Jewelry designer,0,no,no,no,yes,yes,yes,yes,no,4,4,4,4,4,4,0,10,11,11
191,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,reputation,Pre-Business,mother,15 to 30 min.,2 to 5 hours,A creative problem solver,0,no,no,no,yes,no,yes,yes,no,3,4,4,1,4,5,0,13,12,14
192,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,reputation,Psychology,father,<15 min.,2 to 5 hours,Floral arrangement artist,0,no,no,no,yes,no,yes,yes,no,4,3,4,1,4,4,4,11,9,10
193,GP,M,16,Rural,Greater than 3,Living together,higher education,5th to 9th grade,teacher,services,other,Biology,mother,<15 min.,<2 hours,Animation artist,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,3,8,10,9,11
194,GP,M,17,Urban,Greater than 3,Living together,higher education,secondary education,other,other,course,Music Performance,mother,<15 min.,2 to 5 hours,Aquarium enthusiast,0,no,yes,yes,yes,yes,yes,yes,yes,5,2,3,1,1,2,4,11,11,13
195,GP,M,16,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,home,Health Science,mother,<15 min.,2 to 5 hours,Podcast host,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,4,11,10,11
196,GP,M,16,Urban,Greater than 3,Living together,secondary education,secondary education,services,other,home,Political Science,mother,<15 min.,2 to 5 hours,Ice sculptor,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,3,0,11,12,13
197,GP,F,17,Urban,Greater than 3,Living together,5th to 9th grade,higher education,services,services,reputation,Music Performance,father,<15 min.,2 to 5 hours,Superb analytical skills,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,5,0,17,18,17
198,GP,F,17,Urban,Less than or equal to 3,Living together,secondary education,secondary education,other,other,reputation,Psychology,mother,<15 min.,2 to 5 hours,Physics problem solver,0,no,yes,no,yes,yes,yes,yes,yes,5,3,3,2,3,1,32,14,13,14
199,GP,F,16,Urban,Greater than 3,Living together,secondary education,5th to 9th grade,other,other,reputation,Early Childhood Education,mother,<15 min.,2 to 5 hours,Improvisation talent,0,no,yes,no,no,yes,yes,yes,no,1,2,2,1,2,1,8,14,15,16
200,GP,M,17,Urban,Greater than 3,Living together,secondary education,secondary education,services,services,other,Early Childhood Education,mother,<15 min.,2 to 5 hours,Cultural ambassador,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,4,6,11,13,14
201,GP,M,16,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,services,services,other,Chemistry,mother,<15 min.,<2 hours,Tea culture enthusiast,0,no,yes,no,yes,yes,yes,yes,yes,3,3,3,1,2,3,0,10,9,11
202,GP,M,16,Urban,Less than or equal to 3,Living together,5th to 9th grade,primary education (4th grade),other,other,course,Psychology,mother,<15 min.,2 to 5 hours,Zen master,0,no,no,no,yes,yes,yes,yes,yes,4,2,3,1,2,5,0,13,14,16
203,GP,F,17,Urban,Greater than 3,Apart,secondary education,secondary education,health,other,reputation,Criminal Justice,mother,<15 min.,2 to 5 hours,Classical music connoisseur,0,no,yes,no,no,no,yes,yes,yes,3,3,3,1,3,3,10,12,13,14
204,GP,M,17,Rural,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,other,home,Biology,mother,<15 min.,2 to 5 hours,Graphic design guru,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,3,6,9,9,10
205,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,services,services,course,Nursing,mother,<15 min.,2 to 5 hours,Home decor designer,0,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,2,6,12,12,13
206,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,services,course,Nursing,mother,<15 min.,2 to 5 hours,Economics expert,0,no,no,no,yes,yes,yes,yes,no,5,3,3,1,1,3,0,12,11,12
207,GP,M,17,Urban,Greater than 3,Living together,primary education (4th grade),5th to 9th grade,at_home,services,other,Pre-Nursing,other,15 to 30 min.,2 to 5 hours,Tech wizard,0,no,no,no,yes,no,yes,yes,no,4,4,4,4,5,5,16,10,11,12
208,GP,M,16,Rural,Greater than 3,Living together,secondary education,secondary education,services,services,reputation,Biology,mother,<15 min.,<2 hours,Xylophone player,0,no,yes,no,yes,yes,yes,yes,no,4,3,2,3,4,5,0,11,10,10
209,GP,M,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,home,Biology,father,15 to 30 min.,<2 hours,Nature guide,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,3,0,13,12,12
210,GP,F,17,Urban,Less than or equal to 3,Living together,5th to 9th grade,higher education,services,services,course,Biology,father,<15 min.,2 to 5 hours,Astrophotography hobbyist,0,no,no,no,yes,yes,yes,yes,yes,4,3,2,1,1,5,8,14,15,16
211,GP,M,17,Urban,Greater than 3,Living together,higher education,higher education,services,teacher,home,General Business,mother,<15 min.,<2 hours,Economics expert,0,no,no,no,no,yes,yes,yes,no,5,2,3,1,2,5,4,13,13,14
212,GP,M,16,Rural,Less than or equal to 3,Living together,secondary education,secondary education,teacher,other,home,General Business,father,30 min. to 1 hour,<2 hours,Astronomy aficionado,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,3,16,10,11,12
213,GP,F,17,Urban,Greater than 3,Living together,higher education,higher education,services,teacher,home,Early Childhood Education,mother,15 to 30 min.,<2 hours,Ballet dancer,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,2,30,14,15,16
214,GP,F,16,Urban,Less than or equal to 3,Living together,higher education,higher education,teacher,teacher,reputation,Pre-Engineering/RETP,mother,<15 min.,2 to 5 hours,3D printing innovator,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,3,0,11,10,11
215,GP,F,16,Urban,Greater than 3,Living together,higher education,secondary education,health,other,home,Criminal Justice,mother,<15 min.,2 to 5 hours,An excellent team player,0,no,yes,no,yes,yes,yes,yes,no,4,3,5,1,5,2,2,14,14,15
216,GP,F,16,Urban,Greater than 3,Living together,5th to 9th grade,secondary education,other,other,reputation,Criminal Justice,mother,<15 min.,2 to 5 hours,Master of languages,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,4,4,11,12,12
217,GP,F,17,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),other,other,course,Psychology,mother,<15 min.,2 to 5 hours,Skilled coder and programmer,0,no,yes,no,no,no,yes,no,no,4,4,4,1,3,1,0,14,15,15
218,GP,F,17,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,other,other,reputation,Biology,mother,<15 min.,<2 hours,Bookbinding artist,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,2,3,21,13,13,13
219,GP,F,16,Rural,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,services,reputation,Management Information Systems,mother,15 to 30 min.,>10 hours,Admirable work ethic,0,no,yes,no,yes,no,yes,yes,no,5,3,5,1,1,5,6,13,13,13
220,GP,F,17,Urban,Greater than 3,Living together,secondary education,higher education,at_home,services,home,Nursing,mother,<15 min.,5 to 10 hours,Computer building hobbyist,1,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,14,8,9,8
221,GP,F,16,Urban,Greater than 3,Apart,secondary education,primary education (4th grade),services,other,course,Psychology,mother,<15 min.,2 to 5 hours,Quilt maker,0,no,yes,no,no,yes,yes,yes,no,2,3,3,2,2,4,2,11,11,12
222,GP,F,16,Urban,Greater than 3,Living together,higher education,secondary education,teacher,other,other,Music Education,mother,<15 min.,2 to 5 hours,Crystal healing practitioner,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,1,4,14,15,15
223,GP,F,16,Urban,Greater than 3,Living together,primary education (4th grade),primary education (4th grade),at_home,other,home,Criminal Justice,mother,15 to 30 min.,<2 hours,Environmental advocate,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,4,5,2,12,13,13
224,GP,F,17,Rural,Greater than 3,Living together,higher education,secondary education,teacher,other,reputation,Geology,mother,15 to 30 min.,5 to 10 hours,Drone racing pilot,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,4,0,11,12,12
225,GP,F,19,Urban,Greater than 3,Living together,secondary education,secondary education,other,other,reputation,Biology,other,<15 min.,>10 hours,Birdwatching expert,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,2,3,4,12,12,12
226,GP,M,17,Urban,Less than or equal to 3,Living together,higher education,higher education,services,other,home,Nursing,mother,<15 min.,2 to 5 hours,Admirable work ethic,0,no,yes,no,no,yes,yes,yes,yes,5,3,5,4,5,3,15,13,12,12
227,GP,F,16,Urban,Greater than 3,Apart,5th to 9th grade,5th to 9th grade,other,other,reputation,Pre-Nursing,mother,<15 min.,2 to 5 hours,Zen master,0,yes,yes,no,no,yes,yes,yes,no,3,3,4,1,1,4,0,13,13,13
228,GP,M,18,Urban,Greater than 3,Living together,5th to 9th grade,5th to 9th grade,services,other,home,Joint Enrollment - Accel,mother,<15 min.,2 to 5 hours,Chemistry wizard,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,5,10,12,11,11
